date,ticker,open,high,low,close,volume
2025-06-30,GS,697.4074,715.6126,694.8022,712.9494,2298363
2025-07-01,GS,707.9831,717.101,698.6604,707.7756,497375
2025-07-02,GS,712.5567,735.5875,700.7044,723.5524,243153
2025-07-03,GS,725.8415,731.4199,693.4491,698.8198,635507
2025-07-04,GS,702.0599,720.4346,698.1776,716.4726,482536
2025-07-07,GS,718.4015,729.9884,708.2488,719.8157,1358180
2025-07-08,GS,722.1821,727.3085,699.8869,704.8905,2652231
2025-07-09,GS,700.5365,707.7377,689.8567,697.0218,2333439
2025-07-10,GS,697.9558,698.626,697.9519,698.6222,1373819
2025-07-11,GS,702.7951,704.9374,700.3206,702.4619,1490352
2025-07-14,GS,702.6898,705.4408,688.2811,690.9863,984621
2025-07-15,GS,698.3899,707.2091,675.5426,684.1824,516428
2025-07-16,GS,688.9271,689.0378,683.3543,683.4641,891031
2025-07-17,GS,692.2808,697.4228,674.2492,679.2947,543513
2025-07-18,GS,682.75,693.0514,663.3716,673.5339,2739520
2025-07-21,GS,674.8658,681.1057,648.1536,654.2024,1650809
2025-07-22,GS,657.5429,672.747,654.1655,669.3092,918792
2025-07-23,GS,664.755,696.3789,659.4199,690.8345,820785
2025-07-24,GS,699.9467,705.5067,674.5856,679.9871,331765
2025-07-25,GS,679.4679,688.0454,676.1817,684.7338,359259
2025-07-28,GS,689.4804,706.4427,686.9094,703.8183,368320
2025-07-29,GS,696.0185,721.338,694.6189,719.8904,960591
2025-07-30,GS,716.3724,725.2609,711.335,720.1966,475630
2025-07-31,GS,717.0731,739.4676,714.7296,737.0588,1184023
2025-08-01,GS,739.6065,759.2027,734.7794,754.2798,374820
2025-08-04,GS,750.3585,750.4299,737.3275,737.3977,1483209
2025-08-05,GS,733.1037,760.7603,723.8958,751.3236,970714
2025-08-06,GS,751.2503,760.7,726.0908,735.3403,2749241
2025-08-07,GS,729.6469,730.8283,721.9142,723.0849,491428
2025-08-08,GS,714.0676,734.0402,710.4946,730.3855,665156
2025-08-11,GS,726.4516,736.8948,709.4093,719.7563,1011418
2025-08-12,GS,716.8285,721.7349,713.2089,718.1088,1732395
2025-08-13,GS,721.0083,731.4327,715.2486,725.6361,652494
2025-08-14,GS,727.0526,733.7989,696.9377,703.4652,1221865
2025-08-15,GS,709.0008,720.5689,700.7357,712.2658,739947
2025-08-18,GS,708.8295,747.1443,693.6777,731.5076,374448
2025-08-19,GS,733.6364,741.3928,706.013,713.5572,327398
2025-08-20,GS,717.1347,721.5505,695.4506,699.7594,624070
2025-08-21,GS,707.7761,719.9946,704.5106,716.688,3860480
2025-08-22,GS,726.2236,733.4621,707.5418,714.665,583811
2025-08-25,GS,724.387,725.5388,724.2221,725.3736,624756
2025-08-26,GS,726.7636,754.6039,713.0243,740.603,1201317
2025-08-27,GS,739.8682,761.7786,737.9439,759.8024,734743
2025-08-28,GS,761.8405,775.7856,734.1997,747.8895,1682544
2025-08-29,GS,747.155,752.0299,728.2385,733.0212,599270
2025-09-01,GS,740.8558,744.1454,729.6977,732.9522,799517
2025-09-02,GS,739.6409,742.1542,712.1695,714.5977,2504598
2025-09-03,GS,718.7928,727.1962,699.5861,707.8616,594441
2025-09-04,GS,713.1815,722.939,679.1233,688.5436,549140
2025-09-05,GS,682.407,693.2493,667.556,678.3337,1107407
2025-09-08,GS,675.8429,683.6464,653.3625,660.9945,876265
2025-09-09,GS,654.2294,678.8306,650.1234,674.5968,542256
2025-09-10,GS,675.1675,713.8679,666.2879,704.6012,630351
2025-09-11,GS,699.8197,707.1559,693.4456,700.7731,647849
2025-09-12,GS,703.441,703.5137,698.3278,698.3999,2168888
2025-09-15,GS,699.827,706.0903,686.5271,692.7269,957844
2025-09-16,GS,700.4924,700.7912,661.2352,661.5174,1543211
2025-09-17,GS,661.5269,676.1845,648.7886,663.41,982609
2025-09-18,GS,670.8702,673.1234,639.3221,641.4766,467043
2025-09-19,GS,636.462,639.9227,635.8168,639.2747,1070654
2025-09-22,GS,631.5642,651.5198,619.9799,639.7847,857875
2025-09-23,GS,637.0522,665.5652,636.9523,665.4609,708160
2025-09-24,GS,667.0637,683.0816,666.8767,682.8902,593958
2025-09-25,GS,683.7849,724.4663,675.0359,715.3138,464533
2025-09-26,GS,716.324,718.0053,709.4841,711.1533,1142310
2025-09-29,GS,716.4635,722.2669,714.3371,720.1296,660613
2025-09-30,GS,711.549,735.5502,704.9628,728.8043,1123566
2025-10-01,GS,733.0291,748.0001,732.4744,747.4344,1777466
2025-10-02,GS,746.1856,788.7669,730.2882,772.3128,497555
2025-10-03,GS,768.521,787.6532,760.1937,779.2101,1040953
2025-10-06,GS,776.9808,803.9965,771.9982,798.8735,531363
2025-10-07,GS,802.1913,817.8192,791.1291,806.6949,598929
2025-10-08,GS,806.6117,812.261,798.2075,803.8374,618015
2025-10-09,GS,808.7457,827.1207,805.0896,823.3984,1250003
2025-10-10,GS,817.3507,825.6655,797.3621,805.5569,989283
2025-10-13,GS,808.2503,821.5322,793.7594,807.0211,884733
2025-10-14,GS,800.6173,825.2271,798.6367,823.1907,2788292
2025-10-15,GS,824.5377,826.7257,815.9245,818.0955,566127
2025-10-16,GS,806.1356,816.2004,794.4972,804.5421,409978
2025-10-17,GS,799.6544,812.33,778.0963,790.6289,1463216
2025-10-20,GS,800.1751,809.0767,777.9483,786.6999,2410531
2025-10-21,GS,786.1569,794.003,765.0748,772.7875,1129293
2025-10-22,GS,774.3119,774.3573,757.145,757.1893,1596287
2025-10-23,GS,766.9465,776.0312,748.6051,757.5788,744655
2025-10-24,GS,756.1232,762.7886,730.885,737.3852,450860
2025-10-27,GS,743.9435,746.1774,726.4695,728.6574,1600281
2025-10-28,GS,725.4467,741.5058,713.8796,729.8682,523996
2025-10-29,GS,732.3865,737.1837,705.6417,710.2942,484657
2025-10-30,GS,707.3886,713.2406,701.9316,707.7806,644245
2025-10-31,GS,700.23,724.4765,700.0889,724.3305,990476
2025-11-03,GS,723.2195,735.1013,718.8885,730.7254,1904197
2025-11-04,GS,731.5443,752.5537,730.4417,751.4212,853002
2025-11-05,GS,754.9274,783.0307,750.7894,778.762,585883
2025-11-06,GS,777.1794,778.3146,740.4043,741.4873,706990
2025-11-07,GS,733.1974,743.4411,719.3714,729.5644,1428336
2025-11-10,GS,728.9124,732.0251,689.4428,692.3997,309645
2025-11-11,GS,694.8027,712.2071,672.486,689.7641,691072
2025-11-12,GS,695.2166,698.6285,687.1833,690.5725,1102064
2025-11-13,GS,694.5738,695.4995,680.7439,681.6524,782559
2025-11-14,GS,673.928,683.0845,669.7855,678.9114,335098
2025-11-17,GS,674.7755,691.4607,670.0517,686.6538,653495
2025-11-18,GS,683.8404,698.8753,677.3575,692.312,535707
2025-11-19,GS,693.7764,695.8977,681.4168,683.5066,679139
2025-11-20,GS,686.5662,686.6281,678.5903,678.6515,661872
2025-11-21,GS,680.4605,704.971,679.0253,703.4872,389454
2025-11-24,GS,702.7817,704.5734,691.4699,693.2373,810706
2025-11-25,GS,688.954,701.5764,687.4005,699.998,815340
2025-11-26,GS,698.2118,707.1068,673.3702,682.0594,1004775
2025-11-27,GS,685.0598,696.5356,681.4127,692.8471,1732000
2025-11-28,GS,701.7353,756.2333,692.21,746.1056,362363
2025-12-01,GS,753.2313,763.5037,744.312,754.5685,524223
2025-12-02,GS,752.2237,785.6797,733.3302,766.4294,123859
2025-12-03,GS,769.9732,773.964,758.5895,762.5418,1749459
2025-12-04,GS,762.6152,781.217,760.3626,778.9163,797133
2025-12-05,GS,776.5892,778.5888,751.3705,753.3101,433686
2025-12-08,GS,750.4486,752.5396,733.5388,735.5883,1075141
2025-12-09,GS,738.0404,739.1365,729.367,730.4518,587921
2025-12-10,GS,728.3601,728.7522,710.644,711.0268,404449
2025-12-11,GS,709.1101,718.5295,705.1161,714.5051,1025966
2025-12-12,GS,710.0864,721.0233,686.6331,697.3742,545029
2025-12-15,GS,694.2356,723.8227,693.9035,723.4767,850914
2025-12-16,GS,728.419,732.8816,718.0279,722.4539,955253
2025-12-17,GS,719.823,725.7736,718.4374,724.3792,715204
2025-12-18,GS,722.8331,732.342,716.858,726.338,333346
2025-12-19,GS,734.4287,749.6833,733.2772,748.5096,2445693
2025-12-22,GS,757.4571,767.7989,749.1836,759.503,605875
2025-12-23,GS,763.7808,774.3673,760.8642,771.4216,1079830
2025-12-24,GS,766.032,777.6603,758.5325,770.1207,530615
2025-12-25,GS,773.0412,776.9413,766.9687,770.8578,1633869
2025-12-26,GS,767.279,801.5674,762.8821,797.0001,520293
2025-12-29,GS,811.0147,812.3155,801.9455,803.2338,456725
2025-12-30,GS,801.0201,804.4707,753.164,756.4225,2444306
2025-12-31,GS,752.422,759.4261,728.6985,735.5455,1427496
2026-01-01,GS,734.6573,741.5681,693.2793,699.8628,2031523
2026-01-02,GS,703.6571,704.563,697.0448,697.9433,2286446
2026-01-05,GS,696.863,701.5509,681.3909,686.0057,1851069
2026-01-06,GS,688.273,688.6066,681.5993,681.9298,377734
2026-01-07,GS,687.3395,703.9981,675.7413,692.3159,621335
2026-01-08,GS,697.5671,701.2549,672.8202,676.396,2280277
2026-01-09,GS,671.5796,681.0917,669.3173,678.805,650883
2026-01-12,GS,671.2813,684.4864,663.2477,676.3917,917303
2026-01-13,GS,682.1081,682.4271,678.2301,678.5474,648635
2026-01-14,GS,677.577,708.899,670.8449,701.925,277036
2026-01-15,GS,700.7946,706.2709,695.5369,701.0116,225954
2026-01-16,GS,701.6304,716.8814,692.6171,707.789,1051808
2026-01-19,GS,702.6383,734.4564,700.0633,731.7747,246692
2026-01-20,GS,730.8214,738.4768,726.2073,733.8437,359760
2026-01-21,GS,729.8826,733.3299,729.6746,733.121,739261
2026-01-22,GS,734.7911,737.5767,725.8462,728.6083,523998
2026-01-23,GS,720.4827,753.1767,708.5062,740.8614,263089
2026-01-26,GS,732.9345,743.3629,727.6296,738.0212,711706
2026-01-27,GS,739.3516,753.0126,718.599,732.1265,1648805
2026-01-28,GS,731.6993,737.5553,716.1744,721.9524,713815
2026-01-29,GS,728.3015,739.4519,694.3606,705.1566,3027922
2026-01-30,GS,708.4173,729.9665,696.9065,718.2951,1061770
2026-02-02,GS,714.558,726.7244,709.5133,721.6297,359260
2026-02-03,GS,717.1515,719.1573,703.7855,705.7595,229625
2026-02-04,GS,709.5482,712.3839,691.8736,694.6498,647966
2026-02-05,GS,693.5941,694.8743,678.7019,679.957,936491
2026-02-06,GS,686.1955,686.7025,665.8932,666.3856,444065
2026-02-09,GS,661.8814,665.6022,660.1512,663.8668,814221
2026-02-10,GS,669.9984,675.4255,656.2282,661.5872,236108
2026-02-11,GS,654.4954,684.0864,649.0309,678.4221,881732
2026-02-12,GS,680.6414,705.0238,675.1003,699.3305,951465
2026-02-13,GS,699.8102,731.6218,682.9093,714.3693,1490625
2026-02-16,GS,715.2372,717.9227,706.6387,709.302,388138
2026-02-17,GS,710.8557,730.604,707.9614,727.6414,541707
2026-02-18,GS,729.9675,734.7724,721.5625,726.3435,879898
2026-02-19,GS,728.9236,735.7391,707.0866,713.7603,209383
2026-02-20,GS,713.3998,714.0411,685.3154,685.932,307141
2026-02-23,GS,678.3073,684.2928,650.3065,656.096,170117
2026-02-24,GS,658.603,659.1564,631.4063,631.9374,355838
2026-02-25,GS,634.3577,639.3164,617.3223,622.1858,553714
2026-02-26,GS,623.7513,624.5673,622.822,623.6379,622400
2026-02-27,GS,625.5611,653.2448,624.9341,652.5907,376125
2026-03-02,GS,651.6438,653.6351,648.5163,650.504,363315
2026-03-03,GS,656.6401,671.9544,654.6335,669.9073,1537502
2026-03-04,GS,667.4594,690.2746,658.6533,681.2861,795136
2026-03-05,GS,682.6276,691.3518,681.5211,690.233,631943
2026-03-06,GS,685.6236,693.3359,683.8633,691.5604,508495
2026-03-09,GS,698.5237,700.0028,682.7133,684.1621,2392733
2026-03-10,GS,682.4745,701.9434,678.2232,697.5979,541890
2026-03-11,GS,702.3543,717.0318,669.8708,684.1682,404142
2026-03-12,GS,677.7201,702.2374,675.5403,699.986,412888
2026-03-13,GS,700.3381,711.8238,675.5496,686.8135,890392
2026-03-16,GS,688.9271,697.4398,668.3785,676.7406,534059
2026-03-17,GS,685.6005,699.143,660.3549,673.6615,766893
2026-03-18,GS,668.9354,690.3922,664.4755,685.8198,860017
2026-03-19,GS,673.9187,692.2246,671.5327,689.7825,1512539
2026-03-20,GS,701.3456,702.0689,677.3742,678.0736,340461
2026-03-23,GS,678.2107,699.5412,669.7956,690.9679,1626734
2026-03-24,GS,697.5849,703.452,678.2432,683.996,1434913
2026-03-25,GS,684.9754,703.0649,677.0318,695.0049,766826
2026-03-26,GS,695.5233,697.8305,692.1558,694.4595,759104
2026-03-27,GS,690.5921,725.3448,685.5164,720.0527,1483673
2026-03-30,GS,720.1041,725.3253,713.236,718.4452,401332
2026-03-31,GS,717.0471,730.0338,705.9315,718.8897,706202
2026-04-01,GS,707.5506,718.6664,689.6612,700.6688,1272844
2026-04-02,GS,696.6274,712.5623,695.5311,711.4427,586693
2026-04-03,GS,711.483,717.3852,687.6323,693.3843,786072
2026-04-06,GS,692.7032,700.7215,675.2344,683.142,1253825
2026-04-07,GS,685.4145,694.8645,675.7067,685.1531,496529
2026-04-08,GS,678.8157,701.4718,674.4019,696.9401,583776
2026-04-09,GS,697.4669,709.9003,691.9441,704.3232,717237
2026-04-10,GS,706.7096,722.2579,654.955,669.6889,550934
2026-04-13,GS,669.5225,691.0727,658.5191,679.8988,696133
2026-04-14,GS,681.2852,692.2836,671.165,682.1506,443738
2026-04-15,GS,694.1736,714.2812,683.3558,703.3208,775299
2026-04-16,GS,695.9996,704.7207,681.4861,690.1337,895830
2026-04-17,GS,701.1992,706.0532,688.1633,692.9603,1169497
2026-04-20,GS,691.7048,698.8481,680.7232,687.8265,1382680
2026-04-21,GS,686.456,719.7424,683.3318,716.4814,553372
2026-04-22,GS,713.1648,762.1411,703.5948,752.0492,748472
2026-04-23,GS,760.7067,769.9947,754.1171,763.3819,296880
2026-04-24,GS,768.9927,786.3079,764.4578,781.6981,483225
2026-04-27,GS,786.3128,799.1299,779.5751,792.3405,485098
2026-04-28,GS,789.0293,800.7635,776.3504,788.0704,646157
2026-04-29,GS,790.7905,809.7424,784.8719,803.7271,823536
2026-04-30,GS,801.9889,813.1293,793.8766,804.9867,294273
2026-05-01,GS,804.2814,811.3022,764.9393,771.6754,1225404
2026-05-04,GS,769.5772,802.5346,763.206,795.9451,521128
2026-05-05,GS,799.7481,808.6575,749.4509,757.894,277820
2026-05-06,GS,759.7976,788.4989,753.5467,782.0647,718429
2026-05-07,GS,779.0612,802.6006,771.0231,794.4043,1333940
2026-05-08,GS,800.2217,834.3773,798.7572,832.853,373802
2026-05-11,GS,831.2897,857.5432,808.2512,834.4181,779523
2026-05-12,GS,842.9385,848.265,824.4139,829.6564,525341
2026-05-13,GS,838.4729,860.0843,833.6753,855.191,1064709
2026-05-14,GS,851.1531,856.2461,846.3535,851.4449,1069194
2026-05-15,GS,861.8862,873.4154,849.0842,860.5961,231306
2026-05-18,GS,865.6488,881.7043,819.4097,834.8948,543449
2026-05-19,GS,830.4595,867.6635,815.4514,852.2614,767397
2026-05-20,GS,841.2512,842.5807,822.1776,823.479,395433
2026-05-21,GS,833.0632,833.2203,823.1966,823.3519,627174
2026-05-22,GS,826.8675,845.0072,818.2176,836.259,685343
2026-05-25,GS,841.3618,848.712,817.1341,824.3355,1853545
2026-05-26,GS,832.1986,851.6323,829.3156,848.6921,952330
2026-05-27,GS,850.3193,858.9652,834.898,843.4742,356632
2026-05-28,GS,846.9046,891.5939,832.3021,876.4814,734846
2026-05-29,GS,871.4017,884.2709,840.8387,853.4426,556666
2026-06-01,GS,853.8263,877.3547,850.3516,873.7987,1350340
2026-06-02,GS,875.9288,900.0422,864.1378,888.0876,572460
2026-06-03,GS,883.4953,905.51,877.8136,899.7239,835638
2026-06-04,GS,894.9738,911.5259,888.1135,904.592,844668
2026-06-05,GS,901.3925,906.5649,880.9006,885.9846,212292
2026-06-08,GS,884.5801,890.0818,868.1079,873.5408,854760
2026-06-09,GS,875.7822,928.3957,866.4601,918.6176,993252
2026-06-10,GS,908.7165,945.509,891.3193,927.7474,494402
2026-06-11,GS,923.7308,941.5391,903.7964,921.5628,774852
2026-06-12,GS,919.9069,944.3565,910.8718,935.1715,1464272
2026-06-15,GS,944.4367,967.1728,932.0951,954.6972,1495185
2026-06-16,GS,956.5291,958.3992,950.4064,952.2682,1017200
2026-06-17,GS,948.0401,989.3673,930.538,971.4333,2286227
2026-06-18,GS,962.2229,992.2154,949.5346,979.3019,496477
2026-06-19,GS,975.0974,990.0541,973.6853,988.6224,771139
2026-06-22,GS,992.9535,1012.5936,952.3875,971.6054,396124
2026-06-23,GS,970.0864,972.1092,930.3755,932.3195,481344
2026-06-24,GS,945.5348,951.412,932.7029,938.5367,1064718
2026-06-25,GS,932.9633,941.9845,927.5713,936.5716,1072263
2026-06-26,GS,935.4703,949.9702,923.428,937.8967,340470
2026-06-29,GS,941.8583,950.0325,940.0086,948.1704,1187381
2026-06-30,GS,946.9028,959.3493,926.1687,938.5048,528256
2026-07-01,GS,933.2529,938.0219,923.1468,927.8883,806375
2026-07-02,GS,932.858,947.5082,905.1991,919.6417,330980
2026-07-03,GS,917.4459,931.2185,901.1458,914.8799,765321
2024-07-30,HD,407.6177,415.3379,399.8976,407.6177,802529
2024-07-31,HD,405.9889,408.6006,404.8427,407.4504,751326
2024-08-01,HD,407.5924,408.7188,407.2736,408.3993,1077959
2024-08-02,HD,409.5597,409.8026,407.7072,407.9492,887516
2024-08-05,HD,407.9402,408.8343,405.0013,405.891,1028784
2024-08-06,HD,417.8211,417.9074,407.6344,407.7186,860966
2024-08-07,HD,412.7874,412.9341,407.7143,407.8593,797259
2024-08-08,HD,405.9572,436.9669,399.7335,430.3689,451044
2024-08-09,HD,426.8852,429.3488,420.4033,422.8437,1099294
2024-08-12,HD,425.6409,426.3787,424.1528,424.8893,1013965
2024-08-13,HD,427.1749,429.4714,413.312,415.546,693205
2024-08-14,HD,421.592,432.0269,390.0201,399.9185,288404
2024-08-15,HD,398.1446,410.5782,391.0468,403.3871,436886
2024-08-16,HD,405.8885,416.3273,404.4825,414.8902,2417273
2024-08-19,HD,412.137,414.3733,399.7895,401.9706,739400
2024-08-20,HD,399.0468,416.9069,392.2587,409.9335,429909
2024-08-21,HD,410.8798,415.1812,404.9092,409.1929,2664784
2024-08-22,HD,409.06,414.0867,396.3708,401.3021,534486
2024-08-23,HD,405.9118,408.1903,395.5681,397.8011,2272209
2024-08-26,HD,395.3529,406.913,392.1355,403.6283,866431
2024-08-27,HD,407.3749,408.8363,399.403,400.841,848737
2024-08-28,HD,397.9166,401.204,396.4881,399.7688,865210
2024-08-29,HD,404.5088,404.8585,396.8222,397.1656,530447
2024-08-30,HD,400.9418,408.7488,386.848,394.5302,238510
2024-09-02,HD,393.1971,398.435,367.282,372.2409,2043366
2024-09-03,HD,371.9718,380.3382,366.3513,374.6769,1375018
2024-09-04,HD,368.3161,377.4623,365.5651,374.6639,1315571
2024-09-05,HD,375.7708,377.7287,374.0563,376.0132,957745
2024-09-06,HD,375.3084,375.4919,363.6894,363.8674,1770073
2024-09-09,HD,366.8163,368.1058,360.0969,361.3673,317071
2024-09-10,HD,354.1093,368.2344,346.852,360.8392,749291
2024-09-11,HD,363.4491,364.5263,360.0422,361.1125,381008
2024-09-12,HD,364.2762,372.9228,347.8909,356.3495,561273
2024-09-13,HD,356.9693,372.412,353.5408,368.8692,1926752
2024-09-16,HD,366.3391,373.1995,363.1614,369.9901,837081
2024-09-17,HD,372.3302,400.6313,367.6204,395.6268,893560
2024-09-18,HD,394.3593,406.9449,393.1022,405.6518,768953
2024-09-19,HD,406.5373,419.1074,388.7377,401.1409,1615257
2024-09-20,HD,404.49,419.9321,403.3156,418.7163,509773
2024-09-23,HD,423.6719,427.8455,414.7097,418.8356,442744
2024-09-24,HD,415.7999,433.3419,413.8506,431.3198,291626
2024-09-25,HD,434.6633,454.419,426.9365,446.4821,412755
2024-09-26,HD,442.1275,452.301,438.3361,448.4554,245080
2024-09-27,HD,445.9813,469.2028,436.6227,459.5594,2371416
2024-09-30,HD,456.1723,459.5227,445.6475,448.9449,2004433
2024-10-01,HD,450.5616,454.6652,448.2075,452.302,865680
2024-10-02,HD,451.5189,471.8979,443.9467,464.1146,1242811
2024-10-03,HD,465.1944,472.8195,455.8149,463.4107,553435
2024-10-04,HD,460.1356,464.6182,453.5541,458.016,982153
2024-10-07,HD,448.3556,464.7631,425.6404,441.8084,783776
2024-10-08,HD,448.7465,454.2804,447.6902,453.2136,1084381
2024-10-09,HD,447.7132,476.5584,447.1092,475.9164,539881
2024-10-10,HD,475.1113,485.5459,467.082,477.4767,939271
2024-10-11,HD,474.8868,480.06,461.7848,466.8707,688151
2024-10-14,HD,460.8041,474.5619,454.2698,467.9267,752079
2024-10-15,HD,466.8822,476.8823,459.2961,469.2576,658793
2024-10-16,HD,462.9656,465.408,462.0416,464.481,1582172
2024-10-17,HD,469.0543,472.2391,468.2068,471.3875,1145708
2024-10-18,HD,466.1315,468.9643,465.2481,468.0772,735594
2024-10-21,HD,465.0738,479.9242,458.0917,472.8258,141513
2024-10-22,HD,466.1248,497.0828,464.9515,495.8347,454321
2024-10-23,HD,490.1176,503.5347,487.9567,501.3244,572531
2024-10-24,HD,502.1698,521.1482,500.1421,519.0523,831461
2024-10-25,HD,511.8769,515.2946,505.2772,508.6736,853857
2024-10-28,HD,508.1608,525.8564,497.7199,515.2694,745511
2024-10-29,HD,518.055,537.7855,509.6817,529.2316,732732
2024-10-30,HD,530.597,552.7229,524.9455,546.8978,392771
2024-10-31,HD,548.4328,559.6561,541.1019,552.2738,2203338
2024-11-01,HD,550.8284,564.013,546.2289,559.3424,303318
2024-11-04,HD,561.112,563.3422,546.3528,548.533,2280185
2024-11-05,HD,540.4945,541.5278,534.2919,535.3153,1754357
2024-11-06,HD,530.735,543.7645,523.9612,536.9119,1447240
2024-11-07,HD,537.1817,552.0082,529.2797,544.0059,603480
2024-11-08,HD,541.4983,548.9212,530.0917,537.4592,1548491
2024-11-11,HD,535.5696,540.9118,530.4713,535.8112,446468
2024-11-12,HD,535.2963,545.3629,527.7397,537.7714,998079
2024-11-13,HD,536.4997,536.6912,533.0812,533.2715,2442399
2024-11-14,HD,539.8212,555.5445,526.1644,541.8367,303678
2024-11-15,HD,538.1466,551.4049,527.0617,540.2761,787744
2024-11-18,HD,542.2627,549.8462,532.2048,539.7532,1272324
2024-11-19,HD,536.634,553.914,529.9267,547.0762,1739582
2024-11-20,HD,550.4515,557.313,548.2033,555.0461,522120
2024-11-21,HD,554.7093,556.3743,553.8633,555.527,1226363
2024-11-22,HD,551.8465,559.0555,526.4254,533.3934,738151
2024-11-25,HD,528.3638,532.1541,513.2873,516.996,978229
2024-11-26,HD,518.6078,530.9106,515.384,527.6307,925052
2024-11-27,HD,530.9348,539.5719,529.3229,537.9387,381503
2024-11-28,HD,539.6894,551.2694,537.8064,549.3527,1298351
2024-11-29,HD,551.865,559.5725,541.9528,549.6291,392778
2024-12-02,HD,550.0259,579.2579,537.0198,565.8771,1120338
2024-12-03,HD,566.3806,573.182,537.5747,544.1086,436686
2024-12-04,HD,543.2681,544.3236,529.3972,530.4277,404842
2024-12-05,HD,539.5388,544.3953,535.6061,540.456,647949
2024-12-06,HD,543.9545,545.1013,532.5667,533.6919,1499967
2024-12-09,HD,530.3705,581.7444,525.6442,576.6061,305073
2024-12-10,HD,578.3359,607.3474,571.9587,600.7234,518878
2024-12-11,HD,599.502,611.5846,590.4833,602.5205,212268
2024-12-12,HD,599.593,621.594,596.7085,618.618,443244
2024-12-13,HD,616.7244,641.0033,614.8383,639.049,934126
2024-12-16,HD,645.1421,647.8432,643.2642,645.9629,2854888
2024-12-17,HD,647.7719,661.8201,640.122,654.0955,1279018
2024-12-18,HD,656.2424,658.9046,640.0836,642.6908,675549
2024-12-19,HD,637.4313,642.667,616.4845,621.5901,908196
2024-12-20,HD,608.1973,647.0845,600.429,638.9237,407162
2024-12-23,HD,636.7526,657.649,634.1502,654.9722,1720974
2024-12-24,HD,655.1416,670.7393,642.2306,657.7763,957152
2024-12-25,HD,656.8522,664.5686,639.955,647.5623,2701793
2024-12-26,HD,645.4773,658.6781,640.9174,654.0576,873874
2024-12-27,HD,664.053,672.9872,659.9963,668.9009,454958
2024-12-30,HD,664.9791,703.295,659.9831,698.0505,741653
2024-12-31,HD,691.4401,709.3738,688.1427,706.007,244084
2025-01-01,HD,705.717,705.8067,691.4827,691.5706,301423
2025-01-02,HD,699.6604,704.7731,682.8232,687.8496,839368
2025-01-03,HD,691.421,700.3545,657.3454,665.9497,949725
2025-01-06,HD,667.2149,682.0376,660.3916,675.1333,741351
2025-01-07,HD,675.6187,686.0553,672.2069,682.6082,722630
2025-01-08,HD,672.6097,692.1318,658.9098,678.3156,422837
2025-01-09,HD,667.274,692.0949,659.3051,683.9271,587021
2025-01-10,HD,693.2373,716.8396,657.0879,680.248,945078
2025-01-13,HD,682.7466,688.8226,681.3693,687.4359,528859
2025-01-14,HD,689.6215,703.8138,687.8184,701.9783,610331
2025-01-15,HD,716.0965,716.3297,701.1173,701.3457,768396
2025-01-16,HD,704.6619,730.0433,693.793,718.9539,834066
2025-01-17,HD,709.3301,719.2672,702.1725,712.0818,1150419
2025-01-20,HD,716.517,721.769,662.7185,667.6121,822548
2025-01-21,HD,677.6114,686.0534,674.0693,682.4859,377072
2025-01-22,HD,684.649,713.281,677.8293,706.2463,1439903
2025-01-23,HD,700.2461,713.5515,681.8033,695.0091,532577
2025-01-24,HD,700.0864,700.9101,689.447,690.2591,917470
2025-01-27,HD,684.3351,712.0841,649.6321,677.0872,447171
2025-01-28,HD,671.5483,678.2842,667.4533,674.1732,393984
2025-01-29,HD,679.6317,711.0751,670.4106,701.5565,761694
2025-01-30,HD,696.5506,712.6645,681.5002,697.5916,574383
2025-01-31,HD,705.994,707.1918,702.1797,703.373,491269
2025-02-03,HD,712.4996,726.2142,694.1442,707.7678,452595
2025-02-04,HD,700.5721,721.325,677.0842,697.7535,417293
2025-02-05,HD,692.138,718.782,680.1945,706.5891,1230899
2025-02-06,HD,707.722,729.9812,693.4906,715.5916,708788
2025-02-07,HD,720.9872,721.5848,687.9439,688.5146,651195
2025-02-10,HD,698.1101,726.8845,679.4388,707.95,1477617
2025-02-11,HD,716.8819,727.1417,709.527,719.7573,1084536
2025-02-12,HD,715.0676,721.4363,707.5752,713.9338,461206
2025-02-13,HD,712.7046,751.193,700.9645,739.0194,754099
2025-02-14,HD,728.8352,763.8351,728.3474,763.3243,676202
2025-02-17,HD,770.5919,779.7111,767.8714,776.9681,390019
2025-02-18,HD,778.582,782.4619,764.8737,768.7044,446610
2025-02-19,HD,773.5981,793.1062,767.1837,786.584,1660991
2025-02-20,HD,787.3498,800.7239,750.3585,763.3246,841432
2025-02-21,HD,775.7278,788.2152,753.2887,765.6132,2117624
2025-02-24,HD,766.5149,777.9758,736.2549,747.4305,133462
2025-02-25,HD,745.3845,783.3426,739.127,776.8212,597242
2025-02-26,HD,767.0663,798.7482,759.14,790.5789,628634
2025-02-27,HD,787.2307,790.0316,770.0225,772.772,572007
2025-02-28,HD,771.6489,774.8846,747.3959,750.5432,591786
2025-03-03,HD,754.1769,767.295,743.9196,756.9992,553671
2025-03-04,HD,748.4333,780.7153,740.256,772.2775,890454
2025-03-05,HD,784.3037,808.7654,779.98,804.3313,1528322
2025-03-06,HD,811.1434,819.5705,791.6965,800.008,1609572
2025-03-07,HD,799.6764,860.8053,788.4509,848.8891,811052
2025-03-10,HD,847.5779,848.1617,842.4129,842.9935,671551
